segment_id,segment_name,district,time_period,is_weekend,model_risk_score,target_risk_score,risk_band,top_feature_1,top_feature_1_shap,top_feature_2,top_feature_2_shap,top_feature_3,top_feature_3_shap,top_feature_4,top_feature_4_shap,top_feature_5,top_feature_5_shap,explanation
1001,Connaught Place to Janpath,New Delhi,Morning,0,48.8103,46.3439,Moderate,distance_m,8.6677,reduced_activity_context,-5.2253,footfall_proxy,4.8537,distance_to_public_toilet_m,4.3972,cctv_coverage_score,1.727,distance_m increased risk (+8.67); reduced_activity_context reduced risk (-5.23); footfall_proxy increased risk (+4.85); distance_to_public_toilet_m increased risk (+4.40); cctv_coverage_score increased risk (+1.73)
1007,Saket to Malviya Nagar,South,Night,0,49.8001,31.2178,Low,reduced_activity_context,9.1514,distance_m,7.459,distance_to_public_toilet_m,4.7535,cctv_coverage_score,-3.4169,lighting_score,-3.2666,reduced_activity_context increased risk (+9.15); distance_m increased risk (+7.46); distance_to_public_toilet_m increased risk (+4.75); cctv_coverage_score reduced risk (-3.42); lighting_score reduced risk (-3.27)
1007,Saket to Malviya Nagar,South,Night,1,49.8001,36.2178,Moderate,reduced_activity_context,9.1514,distance_m,7.459,distance_to_public_toilet_m,4.7535,cctv_coverage_score,-3.4169,lighting_score,-3.2666,reduced_activity_context increased risk (+9.15); distance_m increased risk (+7.46); distance_to_public_toilet_m increased risk (+4.75); cctv_coverage_score reduced risk (-3.42); lighting_score reduced risk (-3.27)
1007,Saket to Malviya Nagar,South,Late Night,0,50.7236,38.2178,Moderate,reduced_activity_context,9.2831,distance_m,7.5974,distance_to_public_toilet_m,4.7471,cctv_coverage_score,-3.4506,lighting_score,-3.1298,reduced_activity_context increased risk (+9.28); distance_m increased risk (+7.60); distance_to_public_toilet_m increased risk (+4.75); cctv_coverage_score reduced risk (-3.45); lighting_score reduced risk (-3.13)
1007,Saket to Malviya Nagar,South,Late Night,1,50.7236,43.2178,Moderate,reduced_activity_context,9.2831,distance_m,7.5974,distance_to_public_toilet_m,4.7471,cctv_coverage_score,-3.4506,lighting_score,-3.1298,reduced_activity_context increased risk (+9.28); distance_m increased risk (+7.60); distance_to_public_toilet_m increased risk (+4.75); cctv_coverage_score reduced risk (-3.45); lighting_score reduced risk (-3.13)
1008,Malviya Nagar to Hauz Khas,South,Morning,0,22.4431,13.7178,Low,reduced_activity_context,-6.4616,distance_to_public_toilet_m,5.8966,lighting_score,-4.3704,cctv_coverage_score,-4.1271,contextual_footfall_proxy,-2.1,reduced_activity_context reduced risk (-6.46); distance_to_public_toilet_m increased risk (+5.90); lighting_score reduced risk (-4.37); cctv_coverage_score reduced risk (-4.13); contextual_footfall_proxy reduced risk (-2.10)
1008,Malviya Nagar to Hauz Khas,South,Morning,1,22.4431,18.7178,Low,reduced_activity_context,-6.4616,distance_to_public_toilet_m,5.8966,lighting_score,-4.3704,cctv_coverage_score,-4.1271,contextual_footfall_proxy,-2.1,reduced_activity_context reduced risk (-6.46); distance_to_public_toilet_m increased risk (+5.90); lighting_score reduced risk (-4.37); cctv_coverage_score reduced risk (-4.13); contextual_footfall_proxy reduced risk (-2.10)
1008,Malviya Nagar to Hauz Khas,South,Day,0,23.1592,10.2178,Low,reduced_activity_context,-6.5182,distance_to_public_toilet_m,5.897,lighting_score,-4.2577,cctv_coverage_score,-3.8564,distance_m,1.8168,reduced_activity_context reduced risk (-6.52); distance_to_public_toilet_m increased risk (+5.90); lighting_score reduced risk (-4.26); cctv_coverage_score reduced risk (-3.86); distance_m increased risk (+1.82)
1008,Malviya Nagar to Hauz Khas,South,Day,1,23.1592,15.2178,Low,reduced_activity_context,-6.5182,distance_to_public_toilet_m,5.897,lighting_score,-4.2577,cctv_coverage_score,-3.8564,distance_m,1.8168,reduced_activity_context reduced risk (-6.52); distance_to_public_toilet_m increased risk (+5.90); lighting_score reduced risk (-4.26); cctv_coverage_score reduced risk (-3.86); distance_m increased risk (+1.82)
1008,Malviya Nagar to Hauz Khas,South,Evening,0,25.2806,20.7178,Low,reduced_activity_context,-6.3006,distance_to_public_toilet_m,5.8586,lighting_score,-4.4656,cctv_coverage_score,-4.4362,distance_m,1.8596,reduced_activity_context reduced risk (-6.30); distance_to_public_toilet_m increased risk (+5.86); lighting_score reduced risk (-4.47); cctv_coverage_score reduced risk (-4.44); distance_m increased risk (+1.86)
1008,Malviya Nagar to Hauz Khas,South,Evening,1,25.2806,25.7178,Low,reduced_activity_context,-6.3006,distance_to_public_toilet_m,5.8586,lighting_score,-4.4656,cctv_coverage_score,-4.4362,distance_m,1.8596,reduced_activity_context reduced risk (-6.30); distance_to_public_toilet_m increased risk (+5.86); lighting_score reduced risk (-4.47); cctv_coverage_score reduced risk (-4.44); distance_m increased risk (+1.86)
1008,Malviya Nagar to Hauz Khas,South,Night,0,43.4707,31.2178,Low,reduced_activity_context,9.746,lighting_score,-4.7171,distance_to_public_toilet_m,4.6726,cctv_coverage_score,-4.3851,distance_m,2.3008,reduced_activity_context increased risk (+9.75); lighting_score reduced risk (-4.72); distance_to_public_toilet_m increased risk (+4.67); cctv_coverage_score reduced risk (-4.39); distance_m increased risk (+2.30)
1008,Malviya Nagar to Hauz Khas,South,Night,1,43.4707,36.2178,Moderate,reduced_activity_context,9.746,lighting_score,-4.7171,distance_to_public_toilet_m,4.6726,cctv_coverage_score,-4.3851,distance_m,2.3008,reduced_activity_context increased risk (+9.75); lighting_score reduced risk (-4.72); distance_to_public_toilet_m increased risk (+4.67); cctv_coverage_score reduced risk (-4.39); distance_m increased risk (+2.30)
1008,Malviya Nagar to Hauz Khas,South,Late Night,0,43.6491,38.2178,Moderate,reduced_activity_context,10.0202,lighting_score,-4.8207,cctv_coverage_score,-4.4923,distance_to_public_toilet_m,4.3404,distance_m,2.6597,reduced_activity_context increased risk (+10.02); lighting_score reduced risk (-4.82); cctv_coverage_score reduced risk (-4.49); distance_to_public_toilet_m increased risk (+4.34); distance_m increased risk (+2.66)
1008,Malviya Nagar to Hauz Khas,South,Late Night,1,43.6491,43.2178,Moderate,reduced_activity_context,10.0202,lighting_score,-4.8207,cctv_coverage_score,-4.4923,distance_to_public_toilet_m,4.3404,distance_m,2.6597,reduced_activity_context increased risk (+10.02); lighting_score reduced risk (-4.82); cctv_coverage_score reduced risk (-4.49); distance_to_public_toilet_m increased risk (+4.34); distance_m increased risk (+2.66)
1009,Hauz Khas to AIIMS Ring Road,South,Morning,0,16.1225,13.7178,Low,reduced_activity_context,-5.8624,cctv_coverage_score,-4.4569,distance_to_public_toilet_m,3.7803,distance_to_hospital_m,-3.3284,lighting_score,-2.4921,reduced_activity_context reduced risk (-5.86); cctv_coverage_score reduced risk (-4.46); distance_to_public_toilet_m increased risk (+3.78); distance_to_hospital_m reduced risk (-3.33); lighting_score reduced risk (-2.49)
1009,Hauz Khas to AIIMS Ring Road,South,Morning,1,16.1225,18.7178,Low,reduced_activity_context,-5.8624,cctv_coverage_score,-4.4569,distance_to_public_toilet_m,3.7803,distance_to_hospital_m,-3.3284,lighting_score,-2.4921,reduced_activity_context reduced risk (-5.86); cctv_coverage_score reduced risk (-4.46); distance_to_public_toilet_m increased risk (+3.78); distance_to_hospital_m reduced risk (-3.33); lighting_score reduced risk (-2.49)
1009,Hauz Khas to AIIMS Ring Road,South,Day,0,14.469,10.2178,Low,reduced_activity_context,-6.0337,cctv_coverage_score,-4.6418,distance_to_public_toilet_m,4.1366,distance_to_hospital_m,-3.4874,lighting_score,-2.5642,reduced_activity_context reduced risk (-6.03); cctv_coverage_score reduced risk (-4.64); distance_to_public_toilet_m increased risk (+4.14); distance_to_hospital_m reduced risk (-3.49); lighting_score reduced risk (-2.56)
1009,Hauz Khas to AIIMS Ring Road,South,Day,1,14.469,15.2178,Low,reduced_activity_context,-6.0337,cctv_coverage_score,-4.6418,distance_to_public_toilet_m,4.1366,distance_to_hospital_m,-3.4874,lighting_score,-2.5642,reduced_activity_context reduced risk (-6.03); cctv_coverage_score reduced risk (-4.64); distance_to_public_toilet_m increased risk (+4.14); distance_to_hospital_m reduced risk (-3.49); lighting_score reduced risk (-2.56)
1009,Hauz Khas to AIIMS Ring Road,South,Evening,0,22.581,20.7178,Low,reduced_activity_context,-5.359,contextual_footfall_proxy,4.231,cctv_coverage_score,-4.0268,distance_to_public_toilet_m,3.4544,distance_to_hospital_m,-3.1885,reduced_activity_context reduced risk (-5.36); contextual_footfall_proxy increased risk (+4.23); cctv_coverage_score reduced risk (-4.03); distance_to_public_toilet_m increased risk (+3.45); distance_to_hospital_m reduced risk (-3.19)
1009,Hauz Khas to AIIMS Ring Road,South,Evening,1,22.581,25.7178,Low,reduced_activity_context,-5.359,contextual_footfall_proxy,4.231,cctv_coverage_score,-4.0268,distance_to_public_toilet_m,3.4544,distance_to_hospital_m,-3.1885,reduced_activity_context reduced risk (-5.36); contextual_footfall_proxy increased risk (+4.23); cctv_coverage_score reduced risk (-4.03); distance_to_public_toilet_m increased risk (+3.45); distance_to_hospital_m reduced risk (-3.19)
1009,Hauz Khas to AIIMS Ring Road,South,Night,0,33.9368,31.2178,Low,reduced_activity_context,9.2894,cctv_coverage_score,-3.9444,distance_to_public_toilet_m,3.3536,distance_to_hospital_m,-3.3432,contextual_footfall_proxy,-2.5545,reduced_activity_context increased risk (+9.29); cctv_coverage_score reduced risk (-3.94); distance_to_public_toilet_m increased risk (+3.35); distance_to_hospital_m reduced risk (-3.34); contextual_footfall_proxy reduced risk (-2.55)
1009,Hauz Khas to AIIMS Ring Road,South,Night,1,33.9368,36.2178,Moderate,reduced_activity_context,9.2894,cctv_coverage_score,-3.9444,distance_to_public_toilet_m,3.3536,distance_to_hospital_m,-3.3432,contextual_footfall_proxy,-2.5545,reduced_activity_context increased risk (+9.29); cctv_coverage_score reduced risk (-3.94); distance_to_public_toilet_m increased risk (+3.35); distance_to_hospital_m reduced risk (-3.34); contextual_footfall_proxy reduced risk (-2.55)
1009,Hauz Khas to AIIMS Ring Road,South,Late Night,0,40.1003,38.2178,Moderate,reduced_activity_context,9.9303,cctv_coverage_score,-3.5704,distance_to_public_toilet_m,3.4834,distance_to_hospital_m,-3.1652,distance_m,2.0128,reduced_activity_context increased risk (+9.93); cctv_coverage_score reduced risk (-3.57); distance_to_public_toilet_m increased risk (+3.48); distance_to_hospital_m reduced risk (-3.17); distance_m increased risk (+2.01)
1009,Hauz Khas to AIIMS Ring Road,South,Late Night,1,40.1003,43.2178,Moderate,reduced_activity_context,9.9303,cctv_coverage_score,-3.5704,distance_to_public_toilet_m,3.4834,distance_to_hospital_m,-3.1652,distance_m,2.0128,reduced_activity_context increased risk (+9.93); cctv_coverage_score reduced risk (-3.57); distance_to_public_toilet_m increased risk (+3.48); distance_to_hospital_m reduced risk (-3.17); distance_m increased risk (+2.01)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Morning,0,15.3804,13.9122,Low,reduced_activity_context,-6.3514,distance_m,-3.0926,contextual_footfall_proxy,-2.5721,distance_to_public_toilet_m,-2.2875,footfall_proxy,-1.107,reduced_activity_context reduced risk (-6.35); distance_m reduced risk (-3.09); contextual_footfall_proxy reduced risk (-2.57); distance_to_public_toilet_m reduced risk (-2.29); footfall_proxy reduced risk (-1.11)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Morning,1,15.3804,18.9122,Low,reduced_activity_context,-6.3514,distance_m,-3.0926,contextual_footfall_proxy,-2.5721,distance_to_public_toilet_m,-2.2875,footfall_proxy,-1.107,reduced_activity_context reduced risk (-6.35); distance_m reduced risk (-3.09); contextual_footfall_proxy reduced risk (-2.57); distance_to_public_toilet_m reduced risk (-2.29); footfall_proxy reduced risk (-1.11)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Day,0,13.8964,10.4122,Low,reduced_activity_context,-6.3613,contextual_footfall_proxy,-3.7142,distance_m,-3.0693,distance_to_public_toilet_m,-2.3375,footfall_proxy,-1.3522,reduced_activity_context reduced risk (-6.36); contextual_footfall_proxy reduced risk (-3.71); distance_m reduced risk (-3.07); distance_to_public_toilet_m reduced risk (-2.34); footfall_proxy reduced risk (-1.35)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Day,1,13.8964,15.4122,Low,reduced_activity_context,-6.3613,contextual_footfall_proxy,-3.7142,distance_m,-3.0693,distance_to_public_toilet_m,-2.3375,footfall_proxy,-1.3522,reduced_activity_context reduced risk (-6.36); contextual_footfall_proxy reduced risk (-3.71); distance_m reduced risk (-3.07); distance_to_public_toilet_m reduced risk (-2.34); footfall_proxy reduced risk (-1.35)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Evening,0,23.0494,20.9122,Low,reduced_activity_context,-5.5288,distance_m,-2.9226,contextual_footfall_proxy,2.5651,distance_to_public_toilet_m,-2.1235,lighting_relevance,-0.7379,reduced_activity_context reduced risk (-5.53); distance_m reduced risk (-2.92); contextual_footfall_proxy increased risk (+2.57); distance_to_public_toilet_m reduced risk (-2.12); lighting_relevance reduced risk (-0.74)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Evening,1,23.0494,25.9122,Low,reduced_activity_context,-5.5288,distance_m,-2.9226,contextual_footfall_proxy,2.5651,distance_to_public_toilet_m,-2.1235,lighting_relevance,-0.7379,reduced_activity_context reduced risk (-5.53); distance_m reduced risk (-2.92); contextual_footfall_proxy increased risk (+2.57); distance_to_public_toilet_m reduced risk (-2.12); lighting_relevance reduced risk (-0.74)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Night,0,34.4893,31.4122,Low,reduced_activity_context,9.8983,distance_m,-3.672,distance_to_public_toilet_m,-2.0791,contextual_footfall_proxy,-1.9854,lighting_relevance,1.5561,reduced_activity_context increased risk (+9.90); distance_m reduced risk (-3.67); distance_to_public_toilet_m reduced risk (-2.08); contextual_footfall_proxy reduced risk (-1.99); lighting_relevance increased risk (+1.56)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Night,1,34.4893,36.4122,Moderate,reduced_activity_context,9.8983,distance_m,-3.672,distance_to_public_toilet_m,-2.0791,contextual_footfall_proxy,-1.9854,lighting_relevance,1.5561,reduced_activity_context increased risk (+9.90); distance_m reduced risk (-3.67); distance_to_public_toilet_m reduced risk (-2.08); contextual_footfall_proxy reduced risk (-1.99); lighting_relevance increased risk (+1.56)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Late Night,0,41.0949,38.4122,Moderate,reduced_activity_context,10.9984,distance_m,-3.4398,contextual_footfall_proxy,2.1145,distance_to_public_toilet_m,-2.0651,lighting_relevance,1.7937,reduced_activity_context increased risk (+11.00); distance_m reduced risk (-3.44); contextual_footfall_proxy increased risk (+2.11); distance_to_public_toilet_m reduced risk (-2.07); lighting_relevance increased risk (+1.79)
1010,AIIMS to Lajpat Nagar (Ring Road),South East,Late Night,1,41.0949,43.4122,Moderate,reduced_activity_context,10.9984,distance_m,-3.4398,contextual_footfall_proxy,2.1145,distance_to_public_toilet_m,-2.0651,lighting_relevance,1.7937,reduced_activity_context increased risk (+11.00); distance_m reduced risk (-3.44); contextual_footfall_proxy increased risk (+2.11); distance_to_public_toilet_m reduced risk (-2.07); lighting_relevance increased risk (+1.79)
1011,Lajpat Nagar to Kalkaji,South East,Morning,0,29.6285,13.918,Low,reduced_activity_context,-6.5252,distance_m,5.3906,lighting_score,3.1696,contextual_footfall_proxy,-2.0212,distance_to_public_toilet_m,-1.6501,reduced_activity_context reduced risk (-6.53); distance_m increased risk (+5.39); lighting_score increased risk (+3.17); contextual_footfall_proxy reduced risk (-2.02); distance_to_public_toilet_m reduced risk (-1.65)
1011,Lajpat Nagar to Kalkaji,South East,Morning,1,29.6285,18.918,Low,reduced_activity_context,-6.5252,distance_m,5.3906,lighting_score,3.1696,contextual_footfall_proxy,-2.0212,distance_to_public_toilet_m,-1.6501,reduced_activity_context reduced risk (-6.53); distance_m increased risk (+5.39); lighting_score increased risk (+3.17); contextual_footfall_proxy reduced risk (-2.02); distance_to_public_toilet_m reduced risk (-1.65)
1011,Lajpat Nagar to Kalkaji,South East,Day,0,28.1627,10.418,Low,reduced_activity_context,-6.6189,distance_m,5.3619,lighting_score,3.1104,contextual_footfall_proxy,-2.8817,distance_to_public_toilet_m,-1.5978,reduced_activity_context reduced risk (-6.62); distance_m increased risk (+5.36); lighting_score increased risk (+3.11); contextual_footfall_proxy reduced risk (-2.88); distance_to_public_toilet_m reduced risk (-1.60)
1011,Lajpat Nagar to Kalkaji,South East,Day,1,28.1627,15.418,Low,reduced_activity_context,-6.6189,distance_m,5.3619,lighting_score,3.1104,contextual_footfall_proxy,-2.8817,distance_to_public_toilet_m,-1.5978,reduced_activity_context reduced risk (-6.62); distance_m increased risk (+5.36); lighting_score increased risk (+3.11); contextual_footfall_proxy reduced risk (-2.88); distance_to_public_toilet_m reduced risk (-1.60)
1011,Lajpat Nagar to Kalkaji,South East,Evening,0,34.5351,20.918,Low,reduced_activity_context,-5.9005,distance_m,5.2717,lighting_score,3.1087,contextual_footfall_proxy,1.7096,distance_to_public_toilet_m,-1.6048,reduced_activity_context reduced risk (-5.90); distance_m increased risk (+5.27); lighting_score increased risk (+3.11); contextual_footfall_proxy increased risk (+1.71); distance_to_public_toilet_m reduced risk (-1.60)
1011,Lajpat Nagar to Kalkaji,South East,Evening,1,34.5351,25.918,Low,reduced_activity_context,-5.9005,distance_m,5.2717,lighting_score,3.1087,contextual_footfall_proxy,1.7096,distance_to_public_toilet_m,-1.6048,reduced_activity_context reduced risk (-5.90); distance_m increased risk (+5.27); lighting_score increased risk (+3.11); contextual_footfall_proxy increased risk (+1.71); distance_to_public_toilet_m reduced risk (-1.60)
1011,Lajpat Nagar to Kalkaji,South East,Night,0,53.3528,31.418,Low,reduced_activity_context,10.6864,distance_m,6.0717,lighting_score,3.4773,lighting_relevance,1.7296,distance_to_hospital_m,1.4905,reduced_activity_context increased risk (+10.69); distance_m increased risk (+6.07); lighting_score increased risk (+3.48); lighting_relevance increased risk (+1.73); distance_to_hospital_m increased risk (+1.49)
1011,Lajpat Nagar to Kalkaji,South East,Night,1,53.3528,36.418,Moderate,reduced_activity_context,10.6864,distance_m,6.0717,lighting_score,3.4773,lighting_relevance,1.7296,distance_to_hospital_m,1.4905,reduced_activity_context increased risk (+10.69); distance_m increased risk (+6.07); lighting_score increased risk (+3.48); lighting_relevance increased risk (+1.73); distance_to_hospital_m increased risk (+1.49)
1011,Lajpat Nagar to Kalkaji,South East,Late Night,0,53.9307,38.418,Moderate,reduced_activity_context,11.2746,distance_m,5.1413,lighting_score,3.7335,lighting_relevance,1.8664,distance_to_hospital_m,1.4632,reduced_activity_context increased risk (+11.27); distance_m increased risk (+5.14); lighting_score increased risk (+3.73); lighting_relevance increased risk (+1.87); distance_to_hospital_m increased risk (+1.46)
1011,Lajpat Nagar to Kalkaji,South East,Late Night,1,53.9307,43.418,Moderate,reduced_activity_context,11.2746,distance_m,5.1413,lighting_score,3.7335,lighting_relevance,1.8664,distance_to_hospital_m,1.4632,reduced_activity_context increased risk (+11.27); distance_m increased risk (+5.14); lighting_score increased risk (+3.73); lighting_relevance increased risk (+1.87); distance_to_hospital_m increased risk (+1.46)
1012,Kalkaji to Okhla Industrial Area,South East,Morning,0,16.809,14.9128,Low,reduced_activity_context,-6.7794,lighting_score,-3.5781,contextual_footfall_proxy,-2.2327,distance_m,1.7402,cctv_coverage_score,-1.3144,reduced_activity_context reduced risk (-6.78); lighting_score reduced risk (-3.58); contextual_footfall_proxy reduced risk (-2.23); distance_m increased risk (+1.74); cctv_coverage_score reduced risk (-1.31)
1012,Kalkaji to Okhla Industrial Area,South East,Morning,1,16.809,19.9128,Low,reduced_activity_context,-6.7794,lighting_score,-3.5781,contextual_footfall_proxy,-2.2327,distance_m,1.7402,cctv_coverage_score,-1.3144,reduced_activity_context reduced risk (-6.78); lighting_score reduced risk (-3.58); contextual_footfall_proxy reduced risk (-2.23); distance_m increased risk (+1.74); cctv_coverage_score reduced risk (-1.31)
1012,Kalkaji to Okhla Industrial Area,South East,Day,0,16.4913,11.4128,Low,reduced_activity_context,-6.7965,lighting_score,-3.5781,contextual_footfall_proxy,-2.3498,distance_m,1.7161,cctv_coverage_score,-1.361,reduced_activity_context reduced risk (-6.80); lighting_score reduced risk (-3.58); contextual_footfall_proxy reduced risk (-2.35); distance_m increased risk (+1.72); cctv_coverage_score reduced risk (-1.36)
1012,Kalkaji to Okhla Industrial Area,South East,Day,1,16.4913,16.4128,Low,reduced_activity_context,-6.7965,lighting_score,-3.5781,contextual_footfall_proxy,-2.3498,distance_m,1.7161,cctv_coverage_score,-1.361,reduced_activity_context reduced risk (-6.80); lighting_score reduced risk (-3.58); contextual_footfall_proxy reduced risk (-2.35); distance_m increased risk (+1.72); cctv_coverage_score reduced risk (-1.36)
1012,Kalkaji to Okhla Industrial Area,South East,Evening,0,22.1856,21.9128,Low,reduced_activity_context,-6.3515,lighting_score,-2.8172,distance_m,2.2323,cctv_coverage_score,-1.1135,distance_to_public_toilet_m,-1.0765,reduced_activity_context reduced risk (-6.35); lighting_score reduced risk (-2.82); distance_m increased risk (+2.23); cctv_coverage_score reduced risk (-1.11); distance_to_public_toilet_m reduced risk (-1.08)
1012,Kalkaji to Okhla Industrial Area,South East,Evening,1,22.1856,26.9128,Low,reduced_activity_context,-6.3515,lighting_score,-2.8172,distance_m,2.2323,cctv_coverage_score,-1.1135,distance_to_public_toilet_m,-1.0765,reduced_activity_context reduced risk (-6.35); lighting_score reduced risk (-2.82); distance_m increased risk (+2.23); cctv_coverage_score reduced risk (-1.11); distance_to_public_toilet_m reduced risk (-1.08)
1012,Kalkaji to Okhla Industrial Area,South East,Night,0,36.8457,32.4128,Low,reduced_activity_context,10.1015,lighting_score,-3.6642,cctv_coverage_score,-1.8411,distance_m,1.8315,lighting_relevance,1.6943,reduced_activity_context increased risk (+10.10); lighting_score reduced risk (-3.66); cctv_coverage_score reduced risk (-1.84); distance_m increased risk (+1.83); lighting_relevance increased risk (+1.69)
1012,Kalkaji to Okhla Industrial Area,South East,Night,1,36.8457,37.4128,Moderate,reduced_activity_context,10.1015,lighting_score,-3.6642,cctv_coverage_score,-1.8411,distance_m,1.8315,lighting_relevance,1.6943,reduced_activity_context increased risk (+10.10); lighting_score reduced risk (-3.66); cctv_coverage_score reduced risk (-1.84); distance_m increased risk (+1.83); lighting_relevance increased risk (+1.69)
1012,Kalkaji to Okhla Industrial Area,South East,Late Night,0,39.7753,39.4128,Moderate,reduced_activity_context,10.5172,lighting_score,-3.4223,distance_m,2.1781,lighting_relevance,1.7281,cctv_coverage_score,-1.4529,reduced_activity_context increased risk (+10.52); lighting_score reduced risk (-3.42); distance_m increased risk (+2.18); lighting_relevance increased risk (+1.73); cctv_coverage_score reduced risk (-1.45)
1012,Kalkaji to Okhla Industrial Area,South East,Late Night,1,39.7753,44.4128,Moderate,reduced_activity_context,10.5172,lighting_score,-3.4223,distance_m,2.1781,lighting_relevance,1.7281,cctv_coverage_score,-1.4529,reduced_activity_context increased risk (+10.52); lighting_score reduced risk (-3.42); distance_m increased risk (+2.18); lighting_relevance increased risk (+1.73); cctv_coverage_score reduced risk (-1.45)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Morning,0,12.2935,10.5005,Low,reduced_activity_context,-6.1954,distance_m,-3.7632,contextual_footfall_proxy,-3.2384,distance_to_public_toilet_m,-2.7426,footfall_proxy,-1.2121,reduced_activity_context reduced risk (-6.20); distance_m reduced risk (-3.76); contextual_footfall_proxy reduced risk (-3.24); distance_to_public_toilet_m reduced risk (-2.74); footfall_proxy reduced risk (-1.21)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Morning,1,12.2935,15.5005,Low,reduced_activity_context,-6.1954,distance_m,-3.7632,contextual_footfall_proxy,-3.2384,distance_to_public_toilet_m,-2.7426,footfall_proxy,-1.2121,reduced_activity_context reduced risk (-6.20); distance_m reduced risk (-3.76); contextual_footfall_proxy reduced risk (-3.24); distance_to_public_toilet_m reduced risk (-2.74); footfall_proxy reduced risk (-1.21)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Day,0,11.1991,7.0005,Low,reduced_activity_context,-6.2331,contextual_footfall_proxy,-4.0075,distance_m,-3.7879,distance_to_public_toilet_m,-2.7355,footfall_proxy,-1.3059,reduced_activity_context reduced risk (-6.23); contextual_footfall_proxy reduced risk (-4.01); distance_m reduced risk (-3.79); distance_to_public_toilet_m reduced risk (-2.74); footfall_proxy reduced risk (-1.31)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Day,1,11.1991,12.0005,Low,reduced_activity_context,-6.2331,contextual_footfall_proxy,-4.0075,distance_m,-3.7879,distance_to_public_toilet_m,-2.7355,footfall_proxy,-1.3059,reduced_activity_context reduced risk (-6.23); contextual_footfall_proxy reduced risk (-4.01); distance_m reduced risk (-3.79); distance_to_public_toilet_m reduced risk (-2.74); footfall_proxy reduced risk (-1.31)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Evening,0,18.7391,17.5005,Low,reduced_activity_context,-5.6978,distance_m,-3.5137,distance_to_public_toilet_m,-2.7431,contextual_footfall_proxy,0.8679,lighting_relevance,-0.8203,reduced_activity_context reduced risk (-5.70); distance_m reduced risk (-3.51); distance_to_public_toilet_m reduced risk (-2.74); contextual_footfall_proxy increased risk (+0.87); lighting_relevance reduced risk (-0.82)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Evening,1,18.7391,22.5005,Low,reduced_activity_context,-5.6978,distance_m,-3.5137,distance_to_public_toilet_m,-2.7431,contextual_footfall_proxy,0.8679,lighting_relevance,-0.8203,reduced_activity_context reduced risk (-5.70); distance_m reduced risk (-3.51); distance_to_public_toilet_m reduced risk (-2.74); contextual_footfall_proxy increased risk (+0.87); lighting_relevance reduced risk (-0.82)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Night,0,31.3055,28.0005,Low,reduced_activity_context,9.546,distance_m,-4.3129,distance_to_public_toilet_m,-2.4582,contextual_footfall_proxy,-1.9072,lighting_relevance,1.5654,reduced_activity_context increased risk (+9.55); distance_m reduced risk (-4.31); distance_to_public_toilet_m reduced risk (-2.46); contextual_footfall_proxy reduced risk (-1.91); lighting_relevance increased risk (+1.57)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Night,1,31.3055,33.0005,Moderate,reduced_activity_context,9.546,distance_m,-4.3129,distance_to_public_toilet_m,-2.4582,contextual_footfall_proxy,-1.9072,lighting_relevance,1.5654,reduced_activity_context increased risk (+9.55); distance_m reduced risk (-4.31); distance_to_public_toilet_m reduced risk (-2.46); contextual_footfall_proxy reduced risk (-1.91); lighting_relevance increased risk (+1.57)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Late Night,0,37.1185,35.0005,Moderate,reduced_activity_context,10.4528,distance_m,-3.9407,distance_to_public_toilet_m,-2.4357,contextual_footfall_proxy,1.9082,lighting_relevance,1.7709,reduced_activity_context increased risk (+10.45); distance_m reduced risk (-3.94); distance_to_public_toilet_m reduced risk (-2.44); contextual_footfall_proxy increased risk (+1.91); lighting_relevance increased risk (+1.77)
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Late Night,1,37.1185,40.0005,Moderate,reduced_activity_context,10.4528,distance_m,-3.9407,distance_to_public_toilet_m,-2.4357,contextual_footfall_proxy,1.9082,lighting_relevance,1.7709,reduced_activity_context increased risk (+10.45); distance_m reduced risk (-3.94); distance_to_public_toilet_m reduced risk (-2.44); contextual_footfall_proxy increased risk (+1.91); lighting_relevance increased risk (+1.77)
